,tra_lr_mean,tra_itrdice_0_DSC1,tra_itrdice_0_DSC2,tra_itrdice_0_DSC3,tra_itrdice_0_DSC_mean,tra_itrloss_0_mean,tra_itrdice_1_DSC1,tra_itrdice_1_DSC2,tra_itrdice_1_DSC3,tra_itrdice_1_DSC_mean,tra_itrloss_1_mean,val_itrdice_0_DSC1,val_itrdice_0_DSC2,val_itrdice_0_DSC3,val_itrdice_0_DSC_mean,val_itrloss_0_mean,val_itrdice_1_DSC1,val_itrdice_1_DSC2,val_itrdice_1_DSC3,val_itrdice_1_DSC_mean,val_itrloss_1_mean
0,5e-07,0.005683939438313246,0.08478844165802002,0.0058997925370931625,0.03212405787780881,1.4824952804125269,0.004669900052249432,0.08229187875986099,0.003797418437898159,0.03025306575000286,1.4750842461219198,2.036908836045015e-11,0.031052693724632263,0.002557544969022274,0.011203412904674541,1.5109233856201172,2.0702647929304874e-11,0.03029600903391838,6.131207763715452e-10,0.010098669889247269,1.499735951423645
1,2.045e-05,0.031733449548482895,0.10772167146205902,0.00698637031018734,0.04881383044024309,1.3323160134829006,0.033109717071056366,0.10582641512155533,0.004194767214357853,0.047710299802323185,1.3194570431342494,0.0029420419596135616,0.04893660545349121,0.012096774764358997,0.021325140725821257,1.288901925086975,3.289473693435241e-10,0.04984959214925766,0.007858546450734138,0.019236046309646388,1.2819859981536865
2,4.04e-05,0.08935550600290298,0.22268223762512207,0.018955791369080544,0.11033117833236854,1.1236581142132098,0.09071517735719681,0.2280212640762329,0.006139733828604221,0.10829205842067798,1.1173383896167466,0.018930431455373764,0.09130237996578217,0.012956017628312111,0.04106294301648935,1.1097689867019653,0.017032720148563385,0.08659819513559341,0.014154870994389057,0.039261928759515285,1.1118897199630737
3,6.0349999999999996e-05,0.43669769167900085,0.5163191556930542,0.3271048069000244,0.4267072180906932,0.9840855690149163,0.44543638825416565,0.5364993810653687,0.3950088620185852,0.45898154377937317,0.9779439797768227,0.08324439823627472,0.18523003160953522,0.2831578850746155,0.18387743830680847,0.9920335412025452,0.0731472596526146,0.19034311175346375,0.24895881116390228,0.17081639418999353,0.9941374063491821
4,8.03e-05,0.5709739923477173,0.689190149307251,0.8056727647781372,0.6886123021443685,0.8800870748666617,0.5709975957870483,0.693738579750061,0.8105339407920837,0.6917567054430643,0.8759134182563194,0.28501826524734497,0.3298245668411255,0.4037500023841858,0.33953094482421875,0.9153953194618225,0.24375000596046448,0.32560616731643677,0.32591092586517334,0.29842236638069153,0.9176861643791199
5,0.00010025,0.5881706476211548,0.708223283290863,0.8226674199104309,0.7063537836074829,0.805372420641092,0.588230311870575,0.7101933360099792,0.8245956897735596,0.7076731125513712,0.8005801301736096,0.525519847869873,0.4127659499645233,0.5866426229476929,0.5083094735940298,0.8261330127716064,0.48341232538223267,0.4051966369152069,0.5855855941772461,0.4913981854915619,0.8277279138565063
6,0.0001202,0.6093440651893616,0.7142125964164734,0.8296176195144653,0.7177247603734335,0.7266793947953444,0.6227826476097107,0.7145741581916809,0.8288783431053162,0.7220783829689026,0.7217488774886498,0.5447618961334229,0.3553571403026581,0.211035817861557,0.37038495143254596,0.7574371695518494,0.5077720284461975,0.3930899500846863,0.17289844155311584,0.3579201400279999,0.7597320079803467
7,0.00014015,0.6399911046028137,0.7216841578483582,0.8334697484970093,0.7317150036493937,0.6387017231721145,0.6462135910987854,0.7219295501708984,0.8336144685745239,0.7339192032814026,0.6331021318068872,0.5656565427780151,0.3477098047733307,0.5609548091888428,0.49144038558006287,0.6544983386993408,0.5703275799751282,0.3850148320198059,0.3700787425041199,0.44180705149968463,0.6566278338432312
8,0.0001601,0.6271061897277832,0.7273073196411133,0.8304735422134399,0.7282956838607788,0.5528475811848276,0.6324775218963623,0.7279876470565796,0.8309189081192017,0.7304613590240479,0.5478229055037864,0.6114864945411682,0.40375587344169617,0.6673427820205688,0.560861716667811,0.5651017427444458,0.5931677222251892,0.39799928665161133,0.6666666865348816,0.552611231803894,0.5668743848800659
9,0.00018005,0.6508271098136902,0.7307510375976562,0.8315218687057495,0.7377000053723654,0.4706869936906374,0.6573917269706726,0.7310820817947388,0.831854522228241,0.7401094436645508,0.46593482907001793,0.4667503237724304,0.41948992013931274,0.6514851450920105,0.5125751296679179,0.4713265001773834,0.4235033392906189,0.41947853565216064,0.6284622550010681,0.4904813766479492,0.4728861153125763
10,0.00019999999999999998,0.6535467505455017,0.7355836629867554,0.8375790119171143,0.7422364751497904,0.399277558693519,0.6466258764266968,0.7359431982040405,0.8378672003746033,0.7401454250017802,0.39451269094760605,0.4652338922023773,0.43875542283058167,0.6659919023513794,0.5233270724614462,0.40158385038375854,0.38769230246543884,0.4366914927959442,0.6646464467048645,0.4963434139887492,0.4044324457645416
11,0.00019999999999999998,0.6529794335365295,0.7318022847175598,0.8369826674461365,0.7405881285667419,0.33638227765376755,0.660302460193634,0.7334263920783997,0.8365737199783325,0.7434341907501221,0.3319847588355725,0.6477876305580139,0.428630530834198,0.6375969052314758,0.5713383555412292,0.3450872004032135,0.6174055933952332,0.4246688783168793,0.3278525173664093,0.4566423296928406,0.34790241718292236
12,0.00019969188750662613,0.6453874707221985,0.7350233197212219,0.8351567983627319,0.7385225296020508,0.28739510293190307,0.6457253098487854,0.73564612865448,0.8344925045967102,0.7386213143666586,0.2845793364139703,0.660682201385498,0.4384896457195282,0.6869109869003296,0.5953609446684519,0.29104670882225037,0.6517241597175598,0.43383246660232544,0.6841003894805908,0.5898856719334921,0.2928208112716675
13,0.000198769449642484,0.6487902998924255,0.737640380859375,0.8451522588729858,0.7438609798749288,0.2508325230616789,0.6567995548248291,0.7377061247825623,0.8458789587020874,0.7467948794364929,0.24868653829281143,0.7053942084312439,0.40222135186195374,0.6593186259269714,0.5889780620733897,0.25207769870758057,0.7023809552192688,0.397623747587204,0.6547263860702515,0.5849103629589081,0.25376278162002563
14,0.00019723837354374777,0.6441408395767212,0.738661527633667,0.8404332995414734,0.7410785555839539,0.22152871283201078,0.6450787782669067,0.7394127249717712,0.840380847454071,0.741624116897583,0.21915020942687988,0.7383015751838684,0.4312267601490021,0.6501976251602173,0.6065753201643626,0.22021722793579102,0.7217537760734558,0.4267989993095398,0.6375969052314758,0.5953832268714905,0.22272823750972748
15,0.0001951080988037006,0.6489688158035278,0.7348349690437317,0.8437073826789856,0.7425037225087484,0.19763649174800293,0.6565119028091431,0.734557032585144,0.8435235619544983,0.7448641657829285,0.19676380570118243,0.478458046913147,0.40491804480552673,0.6476377844810486,0.5103379587332407,0.20226705074310303,0.39158278703689575,0.4001636803150177,0.6400778293609619,0.47727476557095844,0.20460034906864166
16,0.0001923917592745031,0.6617448329925537,0.736036479473114,0.8440282940864563,0.747269868850708,0.182166290970949,0.6619663834571838,0.7365817427635193,0.8433323502540588,0.747293492158254,0.1811741042595643,0.5797545909881592,0.45993590354919434,0.06913943588733673,0.3696099768082301,0.3003564774990082,0.48538753390312195,0.4533648192882538,0.0683281421661377,0.33569349845250446,0.3062753677368164
17,0.00018910610209262735,0.6461169123649597,0.7393836379051208,0.8336414098739624,0.739713986714681,0.1696869249527271,0.6533541679382324,0.7392364144325256,0.8336479067802429,0.742079496383667,0.1678294892494495,0.7533039450645447,0.4184716045856476,0.1735689789056778,0.44844817618529004,0.20286069810390472,0.7489539980888367,0.41703853011131287,0.1613931804895401,0.44246190289656323,0.20676492154598236
18,0.0001852713844271915,0.6551228165626526,0.7382952570915222,0.8339942693710327,0.7424707810084025,0.15699004897704488,0.6566104292869568,0.7381501197814941,0.8340567946434021,0.7429391145706177,0.15592088504479484,0.5383614897727966,0.38070404529571533,0.5406737923622131,0.4865797758102417,0.16974441707134247,0.4816513657569885,0.3776041567325592,0.5315024256706238,0.4635859827200572,0.17535167932510376
19,0.000180911248587776,0.661644697189331,0.7417430281639099,0.8398584127426147,0.7477487126986185,0.14453622607084418,0.662841260433197,0.7428629994392395,0.8398181796073914,0.7485074798266093,0.1432164726349024,0.5117493271827698,0.4026898741722107,0.525979220867157,0.48013947407404584,0.1669558584690094,0.46867749094963074,0.4019138813018799,0.48704662919044495,0.45254600048065186,0.17196112871170044
20,0.0001760525762617231,0.678372859954834,0.7425581812858582,0.8442202806472778,0.7550504406293234,0.13682238516899256,0.6804420351982117,0.7432180643081665,0.8440513610839844,0.7559038201967875,0.13575645880057255,0.07421780377626419,0.39093703031539917,0.5213946104049683,0.32884981483221054,0.1959155946969986,0.06255143880844116,0.38645872473716736,0.4604618549346924,0.30315733949343365,0.2058684527873993
21,0.0001707253227795954,0.6656688451766968,0.7410544753074646,0.8454194068908691,0.7507142424583435,0.1315543602292354,0.6676264405250549,0.7426193952560425,0.8457793593406677,0.7520083983739217,0.13015323625161104,0.4266666769981384,0.4271186292171478,0.25921425223350525,0.37099985281626385,0.15892864763736725,0.4458598792552948,0.425325870513916,0.2541699707508087,0.37511857350667316,0.161002054810524
22,0.00016496233243060187,0.6650979518890381,0.734390377998352,0.8316806554794312,0.7437229951222738,0.12744503789223158,0.6664751172065735,0.735601007938385,0.8329578042030334,0.7450113097826639,0.1266459447833208,0.37843552231788635,0.39343011379241943,0.5833333134651184,0.45173298319180805,0.14448271691799164,0.35070139169692993,0.3885931670665741,0.5487906336784363,0.4293617308139801,0.1522669941186905
23,0.00015879913596663267,0.6726481318473816,0.7430523633956909,0.8437665104866028,0.7531556685765585,0.12003732392421136,0.6758010983467102,0.7444032430648804,0.8448005318641663,0.7550016244252523,0.11886580552046112,0.634482741355896,0.4026402533054352,0.5992714166641235,0.5454648037751516,0.1286996603012085,0.6521739363670349,0.39736732840538025,0.5933273434638977,0.5476228694121043,0.13356883823871613
24,0.00015227373154335906,0.6737112998962402,0.7421271204948425,0.8369091153144836,0.7509158452351888,0.11653111382172655,0.67698734998703,0.7425047755241394,0.8376864790916443,0.7523928682009379,0.11475979089736939,0.014913007616996765,0.27549999952316284,0.08483754843473434,0.12508351852496466,0.3097953796386719,0.014563106931746006,0.2628327012062073,0.08244580775499344,0.1199472052976489,0.31284430623054504
25,0.00014542635044896768,0.666700005531311,0.7466715574264526,0.8521854281425476,0.7551856637001038,0.11106245196782628,0.6688448786735535,0.7472272515296936,0.8520398139953613,0.7560373147328695,0.11043538531431783,0.7058823704719543,0.3883994221687317,0.6673427820205688,0.5872081915537516,0.11987560242414474,0.7125890851020813,0.38015323877334595,0.6599799394607544,0.5842407544453939,0.12429993599653244
26,0.0001382992090648907,0.6690890789031982,0.7497110962867737,0.8565618991851807,0.7584540247917175,0.1073150976346089,0.685888409614563,0.7516594529151917,0.8570853471755981,0.7648777365684509,0.10605761901690407,0.2961641252040863,0.4039761424064636,0.38592374324798584,0.3620213369528453,0.13448992371559143,0.2904290556907654,0.4009527564048767,0.33726292848587036,0.34288158019383747,0.14203350245952606
27,0.000130936248587776,0.6628384590148926,0.7481470108032227,0.8542838096618652,0.7550897598266602,0.10487045210141402,0.6652460098266602,0.7494518756866455,0.8542760014533997,0.7563246289889017,0.10401472334678358,0.48076921701431274,0.448384553194046,0.6018348336219788,0.5103295346101125,0.11483689397573471,0.5504885911941528,0.4494909942150116,0.5069552063941956,0.5023115972677866,0.11896982789039612
28,0.00012338286411739776,0.6652200222015381,0.7520575523376465,0.8585577607154846,0.758611778418223,0.09961354170854275,0.6705392599105835,0.7531985640525818,0.8585094809532166,0.760749101638794,0.09888375659401598,0.022178733721375465,0.4137931168079376,0.166327565908432,0.20076647214591503,0.21176227927207947,0.021727748215198517,0.4022684395313263,0.14614525437355042,0.1900471473733584,0.21713921427726746
29,0.00011568562478077108,0.6731109023094177,0.7542272210121155,0.857231855392456,0.7615233262379965,0.09865471330972818,0.6783467531204224,0.7552288770675659,0.8593409061431885,0.7643055121103922,0.09770657930236597,0.0639861673116684,0.3331463932991028,0.08475451916456223,0.1606290265917778,0.24682708084583282,0.06553955376148224,0.3278955817222595,0.08303707838058472,0.15882407128810883,0.24522718787193298
30,0.0001078919866179981,0.6641293168067932,0.7489711046218872,0.8562625646591187,0.756454328695933,0.09697080976687951,0.670453667640686,0.7503079771995544,0.8559485673904419,0.7589034040768942,0.09596986999878518,0.11702127754688263,0.3685151934623718,0.23333333432674408,0.23962326844533285,0.1566687375307083,0.12065941840410233,0.37227579951286316,0.20511221885681152,0.23268247892459235,0.16182217001914978
31,0.00010004999999999999,0.6713003516197205,0.7635424733161926,0.8674001097679138,0.7674143115679423,0.09254169252056342,0.6758456230163574,0.7643031477928162,0.866851806640625,0.7690001924832662,0.0917236577432889,0.29120880365371704,0.4198359549045563,0.6546906232833862,0.45524512728055316,0.10848574340343475,0.2810685336589813,0.41077932715415955,0.6142321825027466,0.43536001443862915,0.11417354643344879
32,9.220801338200191e-05,0.6812223196029663,0.761036217212677,0.865541934967041,0.7692668239275614,0.08899115134890265,0.6819545030593872,0.760736346244812,0.8667330741882324,0.7698079744974772,0.08797380161973149,0.24581940472126007,0.4204031229019165,0.6350435614585876,0.43375536302725476,0.10783501714468002,0.2338416874408722,0.41714757680892944,0.6241674423217773,0.4250522355238597,0.1119842603802681
33,8.441437521922895e-05,0.6969786882400513,0.7634449601173401,0.8601524829864502,0.7735253771146139,0.08822180892412479,0.7014331221580505,0.7637103199958801,0.859639585018158,0.7749276757240295,0.08738040878222542,0.029560202732682228,0.3676035404205322,0.6053357720375061,0.33416650506357354,0.1297195702791214,0.026278408244252205,0.3601895868778229,0.5922592282295227,0.32624240778386593,0.13432171940803528
34,7.671713588260225e-05,0.6857967376708984,0.7669557929039001,0.8705770373344421,0.7744431893030802,0.08558896843057413,0.6907277703285217,0.7677581310272217,0.8711198568344116,0.7765352527300516,0.08454863572349916,0.0021308334544301033,0.42526963353157043,0.6007326245307922,0.3427110305055976,0.12794409692287445,0.0017130622873082757,0.4111524224281311,0.5619285106658936,0.32493133179377764,0.13365943729877472
35,6.9163751412224e-05,0.701430082321167,0.7743869423866272,0.8763778209686279,0.7840649485588074,0.08141753919995753,0.7067908644676208,0.7756798267364502,0.877076268196106,0.7865156531333923,0.08046423168136523,0.05863353982567787,0.40238896012306213,0.6763185262680054,0.3791136754055818,0.12483042478561401,0.06242774426937103,0.3921282887458801,0.6770186424255371,0.37719155848026276,0.1292441338300705
36,6.180079093510928e-05,0.7057179808616638,0.7749140858650208,0.8732662796974182,0.7846327821413676,0.07874534370807502,0.7203551530838013,0.7760997414588928,0.8742666840553284,0.7902405261993408,0.07816285599882788,0.24649298191070557,0.42279553413391113,0.6812499761581421,0.4501794974009196,0.10033739358186722,0.2898852825164795,0.4186401963233948,0.6805410981178284,0.4630221923192342,0.10307254642248154
37,5.4673649551032295e-05,0.7178645133972168,0.7799258232116699,0.8732644319534302,0.7903515895207723,0.07779199114212622,0.7259998321533203,0.7804303169250488,0.8737190961837769,0.7933830817540487,0.0767397129191802,0.0303819440305233,0.30424588918685913,0.6072218418121338,0.3139498916765054,0.14096514880657196,0.0329960398375988,0.30033257603645325,0.5835616588592529,0.3056300915777683,0.14309954643249512
38,4.782626845664091e-05,0.7368743419647217,0.7825637459754944,0.8776893019676208,0.7990424633026123,0.07363012994711213,0.7420700788497925,0.7844833135604858,0.8785400390625,0.8016978104909261,0.07287197840901521,0.08306708931922913,0.39240044355392456,0.6784232258796692,0.3846302529176076,0.12420915812253952,0.08464730530977249,0.3855595588684082,0.6770186424255371,0.3824085022012393,0.1256890892982483
39,4.1300864033367316e-05,0.7347176671028137,0.7848919034004211,0.8828460574150085,0.8008185426394144,0.07539259287027217,0.7328640222549438,0.7860041856765747,0.8828513026237488,0.8005731701850891,0.07215319906289765,0.0853118747472763,0.43696829676628113,0.7163865566253662,0.41288890937964123,0.10930107533931732,0.09148264676332474,0.43525320291519165,0.71875,0.4151619498928388,0.10984893143177032
40,3.513766756939815e-05,0.755510687828064,0.7890713810920715,0.8840974569320679,0.8095598419507345,0.07100454179140238,0.7599888443946838,0.790785014629364,0.884598433971405,0.8117907643318176,0.07002410378593665,0.06961099803447723,0.34880098700523376,0.6684073209762573,0.36227310200532276,0.12239260226488113,0.07515657693147659,0.3465346395969391,0.6606408953666687,0.3607773706316948,0.12124349176883698
41,2.9374677220404572e-05,0.7683913707733154,0.8011305928230286,0.8885217905044556,0.8193479180335999,0.06623977921330011,0.7718048095703125,0.8017884492874146,0.8886540532112122,0.8207491040229797,0.06583753004670145,0.14273430407047272,0.3808463215827942,0.6595744490623474,0.3943850249052048,0.10766754299402237,0.14351272583007812,0.3779585659503937,0.6445497870445251,0.38867369294166565,0.10832520574331284
42,2.40474237382769e-05,0.774867057800293,0.8005217909812927,0.8878738284111023,0.8210875590642294,0.06538083140666667,0.7771654725074768,0.8017756938934326,0.888266921043396,0.8224026958147684,0.06482831239700315,0.12427593767642975,0.3975817859172821,0.6603325605392456,0.39406342804431915,0.09984394907951355,0.13748657703399658,0.3902953565120697,0.6502690315246582,0.39268365502357483,0.10090522468090057
43,1.9188751412224008e-05,0.7670717835426331,0.8050545454025269,0.8898090720176697,0.8206451336542765,0.06326003968715671,0.7711162567138672,0.8056948781013489,0.8898547887802124,0.8222219745318095,0.0629229688300536,0.059467919170856476,0.4202898442745209,0.6601307392120361,0.37996283421913785,0.111683189868927,0.06481481343507767,0.41496598720550537,0.6487341523170471,0.37617165098587674,0.11098041385412216
44,1.4828615572808484e-05,0.7829033732414246,0.8080688118934631,0.8907889723777771,0.8272537191708883,0.06248201257907429,0.7878268361091614,0.8094307780265808,0.8912442326545715,0.8295006155967712,0.06197345721033904,0.1387379914522171,0.3666551411151886,0.5915894508361816,0.3656608611345291,0.1157504990696907,0.14403292536735535,0.36269786953926086,0.5839720964431763,0.36356763044993085,0.11802703142166138
45,1.0993897907372637e-05,0.7906307578086853,0.8089637160301208,0.8899833559989929,0.8298592766125997,0.06070698602841451,0.7934092879295349,0.8099844455718994,0.8911514282226562,0.8315150539080302,0.06023922648567421,0.1151881068944931,0.3519098162651062,0.5454545617103577,0.33751749495665234,0.11595621705055237,0.1247689500451088,0.34720051288604736,0.5403022766113281,0.3374239131808281,0.11751513183116913
46,7.708240725496889e-06,0.7959140539169312,0.8107678890228271,0.8931912779808044,0.8332910736401876,0.06069970732698072,0.8062126040458679,0.8122245073318481,0.8942856788635254,0.8375742634137472,0.06028047066468459,0.10292953252792358,0.3535551130771637,0.6061980128288269,0.35422755281130475,0.12131816893815994,0.10888031125068665,0.3446945250034332,0.6005917191505432,0.3513888518015544,0.1234569102525711
47,4.991901196299403e-06,0.8025397658348083,0.813863217830658,0.8912337422370911,0.8358789086341858,0.0612790934741497,0.8045345544815063,0.8151594400405884,0.8920197486877441,0.8372379144032797,0.06077363857856161,0.11527904868125916,0.3915194272994995,0.639276921749115,0.38202513257662457,0.11201352626085281,0.1239258274435997,0.387848824262619,0.6232114434242249,0.37832869837681454,0.1134309321641922
48,2.8616264562522275e-06,0.7973503470420837,0.8149247169494629,0.8918228149414062,0.834699292977651,0.05944160091189238,0.798981249332428,0.8167399168014526,0.8923379182815552,0.8360196948051453,0.058830787757268306,0.09914668649435043,0.3804911673069,0.6324110627174377,0.3706829721728961,0.117061547935009,0.1059870570898056,0.37772396206855774,0.6176245212554932,0.36711184680461884,0.11895827203989029
49,1.3305503575159907e-06,0.8020188212394714,0.8179627060890198,0.8951212167739868,0.8383675813674927,0.057751023253569234,0.8043691515922546,0.8192237019538879,0.8962531685829163,0.8399486740430196,0.05726497419751608,0.10084711760282516,0.37364131212234497,0.6190476417541504,0.36451202382644016,0.11821401119232178,0.1072428971529007,0.37218815088272095,0.6153846383094788,0.36493856211503345,0.12036128342151642
